"","item_id","subj_id","sigma","T_0s","T_1s","SC","category","group","O_0i","RT","zRT","zSC","item_stim","sigma30RT","tau10RT"
"479",5,31,-80.3885746288259,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-120.010390076352,411.923554853394,-1.57633157500766,-1.04004136207483,"ingroup",1.42413992239508,0.548010185020725
"562",6,31,24.4235519870708,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-35.6426608797863,601.103410665857,-0.801755897849616,-1.04004136207483,"ingroup",1.08956471389635,0.81231618176657
"678",7,31,-106.492154497881,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,138.723634606007,644.553999666698,-0.6238523401283,-1.04004136207483,"ingroup",1.13874213265432,1.47585228196217
"751",8,31,47.7990129806,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,40.9036492610764,701.025181800249,-0.392637425870346,-1.04004136207483,"ingroup",0.24038961490901,0.446094346013237
"821",9,31,78.2041755119551,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,7.97160292426665,698.498297994794,-0.40298346787521,-1.04004136207483,"ingroup",-0.552226110028353,-0.497515142437434
"910",10,31,-89.1828987958949,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-4.63128883170157,518.508331930976,-1.13993217336392,-1.04004136207483,"ingroup",0.282996876573255,0.287831388555417
"1050",11,31,-305.183948541003,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-139.42301032029,167.715560697279,-2.57621378566119,-1.04004136207483,"ingroup",0.21079233823657,-0.381424464967391
"1103",12,31,-16.2812928538541,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-105.996238655511,490.044988049207,-1.25647213882018,-1.04004136207483,"ingroup",0.549520495429009,-0.475272629664496
"1204",13,31,-425.549147042918,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-43.8347105227959,142.938661992858,-2.6776600152792,-1.04004136207483,"ingroup",-0.149733727775869,-1.33921142401066
"1327",14,31,-75.3137708691071,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-116.510742068241,420.498006621224,-1.541224445045,-1.04004136207483,"ingroup",0.774622919811747,0.490203851537348
"1416",15,31,-35.9143773945839,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,6.6149456352723,583.023087799261,-0.87578374963904,-1.04004136207483,"ingroup",-0.318405365559578,-1.13518586147025
"1566",16,31,-203.469610740785,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,74.2063157724625,483.05922459025,-1.28507456289144,-1.04004136207483,"ingroup",-0.729568907627783,-0.830357167011544
"1613",17,31,-199.716068641068,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-57.3415467950001,355.264904122504,-1.80831405838711,-1.04004136207483,"ingroup",-1.12883326405179,-1.21738098280587
"1765",18,31,139.910794514404,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,76.9919740150269,829.225288088003,0.132263514100817,-1.04004136207483,"ingroup",0.214825198776031,-0.399747331885139
"1880",19,31,249.167163708875,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,123.670766560525,985.160449827972,0.770722524330857,-1.04004136207483,"ingroup",0.672324358223865,0.0472921179982677
"1949",20,31,89.6761399362479,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-80.7810890884137,621.217570406406,-0.719400729353525,-1.04004136207483,"ingroup",-0.709071221842352,-0.623999349367814
"2068",21,31,-95.0609393673809,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,44.5928682872463,561.854448478438,-0.962456366372057,-1.04004136207483,"ingroup",0.935560606864421,0.943723892286311
"2166",22,31,-101.304863640119,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,13.5025211176879,524.520177036141,-1.11531734863375,-1.04004136207483,"ingroup",-1.21609073793352,-1.12875058239427
"2206",23,31,-298.797006216412,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,12.4207086641369,325.946222006297,-1.92835611020078,-1.04004136207483,"ingroup",0.260197743877944,0.93107622014529
"2361",24,31,-323.126115192623,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,189.421179096747,478.617583462696,-1.303260363749,-1.04004136207483,"ingroup",0.277645695439358,1.29222829770668
"2488",25,31,-424.752932094871,-154.44514678358,-13.117812002916,-1.0337092152749,"ingroup",-1,-126.851553081307,60.7180343823945,-3.01430314271063,-1.04004136207483,"ingroup",-0.527389136560583,-0.0922527718580473
"2540",26,31,-202.565474191413,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-88.2826807565328,359.238740604795,-1.79204363112113,-1.04004136207483,"outgroup",0.576464408562916,0.856400577782145
"2607",27,31,-27.6567506396715,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,72.2229646221591,694.653109535228,-0.418727160257666,-1.04004136207483,"outgroup",-0.674943450622534,-0.779292772284829
"2731",28,31,226.123039926013,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,5.46546812453661,881.67540360329,0.347014622604382,-1.04004136207483,"outgroup",0.322939425823596,-0.0029802079462683
"2821",29,31,-69.2353582858485,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-91.9574360320999,488.894101234792,-1.26118431565201,-1.04004136207483,"outgroup",0.969113460021845,0.716175461867275
"2992",30,31,-494.731377669597,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-72.1019984376032,83.25351944554,-2.92203412956489,-1.04004136207483,"outgroup",0.569853322379031,-0.431242377082893
"3033",31,31,201.687399139105,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-95.8762819186885,755.898012773156,-0.167966780965357,-1.04004136207483,"outgroup",0.73212489493653,0.289943919071556
"3113",32,31,-54.8071255570021,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-40.8131058840308,554.466664111707,-0.992704819908414,-1.04004136207483,"outgroup",-1.39763319021104,-1.16771984893019
"3230",33,31,-282.264124737645,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,24.4997074911051,392.3224783062,-1.65658598198121,-1.04004136207483,"outgroup",-0.614323354508273,0.160315611280842
"3373",34,31,209.688421695207,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-5.43016221328216,854.345155034665,0.235113988675758,-1.04004136207483,"outgroup",-0.55933387009241,-1.07511810179
"3457",35,31,33.4346767210662,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,29.7761940684048,713.297766342211,-0.342388706516774,-1.04004136207483,"outgroup",0.915023211299444,0.635117620537947
"3579",36,31,-173.958548358979,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,91.559297737316,567.687644931077,-0.938572998489705,-1.04004136207483,"outgroup",0.064354490582727,-0.575810979764369
"3684",37,31,193.267577197166,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-115.168972291936,728.18550045797,-0.28143255088097,-1.04004136207483,"outgroup",0.306181830349333,-0.152983017727444
"3750",38,31,-178.149366882572,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-59.6326213855809,412.304907284587,-1.57477017029912,-1.04004136207483,"outgroup",0.484923895368224,0.211615727828547
"3825",39,31,325.484473873463,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-86.7408225184856,888.830546907717,0.37631055343374,-1.04004136207483,"outgroup",0.727525095704244,0.464233972930675
"3970",40,31,357.992077187103,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-72.9448367449811,935.134135994862,0.56589539965319,-1.04004136207483,"outgroup",0.308843020642372,0.602417887617566
"4049",41,31,589.243563252055,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,20.3579088405282,1259.68836764532,1.89474625787762,-1.04004136207483,"outgroup",-0.208265903702825,-0.765755829465789
"4105",42,31,46.0343442778625,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,4.36342748552826,700.484667316131,-0.394850501732738,-1.04004136207483,"outgroup",-0.349509727622917,-0.837220852811475
"4261",43,31,-200.441921695337,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,69.5517462569344,519.196720114337,-1.1371136452443,-1.04004136207483,"outgroup",1.05590891326929,2.18927471925968
"4308",44,31,228.177451645981,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-39.6657711036001,838.598576095121,0.170641389346204,-1.04004136207483,"outgroup",-0.78906549941927,-0.424273302700937
"4448",45,31,-214.954518117024,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,63.1187164964245,498.25109393214,-1.22287315972272,-1.04004136207483,"outgroup",1.81272449036882,1.95444679131867
"4531",46,31,-9.11993555664545,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-3.86222654470155,637.104733451393,-0.654352524190023,-1.04004136207483,"outgroup",1.19747609402541,1.48776765341963
"4659",47,31,-17.6075078507519,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,22.7553183041184,655.234706006107,-0.580121387327623,-1.04004136207483,"outgroup",0.518770623137084,0.196259352984114
"4714",48,31,121.847965928292,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-187.593046588392,584.34181489264,-0.870384369631299,-1.04004136207483,"outgroup",0.167425453903217,-0.448764006023976
"4881",49,31,-420.935874711907,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,28.1711895984398,257.322210439273,-2.20932941996756,-1.04004136207483,"outgroup",-0.0921527937163299,-0.595527419985636
"4974",50,31,-97.0647793305477,-154.44514678358,-13.117812002916,-1.0337092152749,"outgroup",1,-58.9367435143256,494.085372707867,-1.23992923751856,-1.04004136207483,"outgroup",0.534622791298195,2.53205330120351
"56",1,32,-180.829906948424,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-16.9466882707156,676.266509031816,-0.494009031439991,-1.28568515641363,"ingroup",-0.672904280345963,-0.107139127867926
"176",2,32,-59.2447415761213,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-83.3272906986877,731.471071976147,-0.267980147227246,-1.28568515641363,"ingroup",0.219318339874065,1.05552208101194
"256",3,32,249.515277493284,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-92.2646045815358,1031.2937771627,0.959610252923258,-1.28568515641363,"ingroup",1.825150483648,1.79076817473713
"342",4,32,-58.0098507117294,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,25.7225198114996,841.755773350726,0.183568178996609,-1.28568515641363,"ingroup",0.405153075049497,-0.179415259901775
"443",5,32,-161.35573898389,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-120.010390076352,592.676975190714,-0.836256991722197,-1.28568515641363,"ingroup",0.517647726128216,1.07461942841653
"576",6,32,13.4779367924964,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-35.6426608797863,851.878380163666,0.225014055953563,-1.28568515641363,"ingroup",-0.784364182609031,-1.0017598418329
"684",7,32,-182.95113234666,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,138.723634606007,829.815606510303,0.134680506595754,-1.28568515641363,"ingroup",0.402450658983706,0.175986170675676
"707",8,32,71.7958429492044,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,40.9036492610764,986.742596461237,0.777200446066028,-1.28568515641363,"ingroup",1.98835665933648,1.28742898284318
"852",9,32,89.7032242852105,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,7.97160292426665,971.717931460433,0.715683642296988,-1.28568515641363,"ingroup",0.266934228556166,-0.0976848919152208
"963",10,32,-52.3307619658875,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-4.63128883170157,817.081053453367,0.0825403090307465,-1.28568515641363,"ingroup",1.2750079983329,1.42849425118552
"1054",11,32,276.306643158001,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-139.42301032029,1010.92673708867,0.876219694296913,-1.28568515641363,"ingroup",0.300356463425205,0.414810139501819
"1188",12,32,101.991520819203,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-105.996238655511,870.038386414648,0.299368162412937,-1.28568515641363,"ingroup",-0.244599472246855,-0.115231216327992
"1265",13,32,-202.984816434938,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-43.8347105227959,627.223577293222,-0.69480980855283,-1.28568515641363,"ingroup",0.224803421099057,0.436699222977564
"1338",14,32,-189.186393695155,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-116.510742068241,568.345968487561,-0.935877566608958,-1.28568515641363,"ingroup",-0.257973064480137,0.704418540693008
"1494",15,32,69.8460122324852,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,6.6149456352723,950.504062118713,0.62882583632216,-1.28568515641363,"ingroup",-0.582900278233646,-0.263215313618094
"1501",16,32,10.3973578973285,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,74.2063157724625,958.646777920747,0.662165271851269,-1.28568515641363,"ingroup",-0.747459458113066,-1.08910073450097
"1633",17,32,-152.040540299223,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-57.3415467950001,664.661017156733,-0.54152641477496,-1.28568515641363,"ingroup",0.902610693726538,0.287799876618284
"1727",18,32,86.2167985525897,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,76.9919740150269,1037.25187681857,0.984005022946202,-1.28568515641363,"ingroup",-0.421435315232981,0.257823336203908
"1842",19,32,46.8553143840517,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,123.670766560525,1044.56918519553,1.01396492045599,-1.28568515641363,"ingroup",-0.373454086243876,-0.783819667527168
"1925",20,32,-278.853056232316,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-80.7810890884137,514.408958930226,-1.1567165958086,-1.28568515641363,"ingroup",0.0460094490367448,-0.208181077165842
"2010",21,32,-468.914394220548,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,44.5928682872463,449.721578317654,-1.42157181216543,-1.28568515641363,"ingroup",0.369615256912749,0.449895540094566
"2176",22,32,-245.70030220367,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,13.5025211176879,641.845323164974,-0.634942711915054,-1.28568515641363,"ingroup",1.34452573682633,0.976700755236088
"2294",23,32,34.0451331605845,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,12.4207086641369,920.508946075677,0.506014201749922,-1.28568515641363,"ingroup",-0.588964407523277,-0.392836266918035
"2341",24,32,51.6897174042915,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,189.421179096747,1115.15400075199,1.30296652198444,-1.28568515641363,"ingroup",1.73142559804288,1.62579914785001
"2443",25,32,15.1839115783906,64.8906163785266,-33.2313205445613,-1.27118598236474,"ingroup",-1,-126.851553081307,762.37546274804,-0.141445589377568,-1.28568515641363,"ingroup",0.94295639366443,1.00490381415774
"2527",26,32,-28.025908352354,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-88.2826807565328,755.271874052946,-0.170530435647926,-1.28568515641363,"outgroup",-0.916833862253067,-0.840837891315032
"2697",27,32,363.926208519527,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,72.2229646221591,1307.72963630352,2.09144583798166,-1.28568515641363,"outgroup",-0.131080586664776,0.205133801679227
"2799",28,32,87.4695216573712,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,5.46546812453661,964.515452943741,0.68619390275615,-1.28568515641363,"outgroup",-0.234097977980178,-0.168450589169986
"2822",29,32,83.8246940071973,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-91.9574360320999,863.447721136931,0.272383423480317,-1.28568515641363,"outgroup",-0.833675723112406,-0.856061045747525
"2996",30,32,-148.662147893564,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-72.1019984376032,650.816316830666,-0.598211985678154,-1.28568515641363,"outgroup",-0.464526260674633,-0.259721948522915
"3084",31,32,262.053814723189,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-95.8762819186885,1037.75799596633,0.986077270966039,-1.28568515641363,"outgroup",-0.410288319941978,-0.771763562632349
"3159",32,32,-11.119351745209,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-40.8131058840308,819.648005532593,0.0930504060834169,-1.28568515641363,"outgroup",1.02920739453039,1.02451568995674
"3295",33,32,-166.777969595216,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,24.4997074911051,729.302201057723,-0.276860345666408,-1.28568515641363,"outgroup",-1.24467139925104,-1.29413449409162
"3380",34,32,191.816423407407,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-5.43016221328216,1057.96672435596,1.06881964017692,-1.28568515641363,"outgroup",-0.908356550453013,-0.43700923518792
"3448",35,32,-203.559807775836,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,29.7761940684048,697.796849454401,-0.405855470160193,-1.28568515641363,"outgroup",-0.569953611031191,-0.635121958606273
"3555",36,32,225.923066198522,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,91.559297737316,1189.06282709767,1.60557791244564,-1.28568515641363,"outgroup",1.52635943137513,1.43912326119164
"3632",37,32,-223.906722851524,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-115.168972291936,532.504768018374,-1.08262533742394,-1.28568515641363,"outgroup",-0.123185207580017,-0.631148740376306
"3770",38,32,40.7312657656118,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-59.6326213855809,852.679107541864,0.228292544292203,-1.28568515641363,"outgroup",0.879449640993059,0.51884854018445
"3833",39,32,-80.7438513501953,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-86.7408225184856,704.095789293152,-0.380065168280405,-1.28568515641363,"outgroup",-0.358557944453758,-0.573188132254555
"3963",40,32,-385.251675645278,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-72.9448367449811,413.383950771574,-1.57035214790436,-1.28568515641363,"outgroup",1.93349281976182,1.71916346910518
"4020",41,32,76.6971441969323,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,20.3579088405282,968.635516199294,0.703063039125866,-1.28568515641363,"outgroup",0.651539715072926,1.09878586208866
"4184",42,32,-147.102303234229,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,4.36342748552826,728.841587413133,-0.27874627651319,-1.28568515641363,"outgroup",-0.776310737663097,-0.971504749968619
"4208",43,32,-81.4798440669601,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,69.5517462569344,859.652365351807,0.256843765387799,-1.28568515641363,"outgroup",1.1718048153306,1.61609159399138
"4303",44,32,73.5515212129697,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-39.6657711036001,905.466213271203,0.444423421387536,-1.28568515641363,"outgroup",1.13685880692323,0.82787323815214
"4429",45,32,118.373651419479,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,63.1187164964245,1053.07283107774,1.04878214367055,-1.28568515641363,"outgroup",0.902662364038371,0.830135496027334
"4556",46,32,-255.744561291928,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-3.86222654470155,611.973675325204,-0.757248819792914,-1.28568515641363,"outgroup",0.00920055222724602,-0.379124646266758
"4676",47,32,-174.643405736953,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,22.7553183041184,719.692375728998,-0.316206696415011,-1.28568515641363,"outgroup",-1.07163860316732,-0.747070699790221
"4782",48,32,-91.3248327325973,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-187.593046588392,592.662583840844,-0.836315915488277,-1.28568515641363,"outgroup",-1.45702859520266,-0.696386402092002
"4891",49,32,453.767132006833,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,28.1711895984398,1353.51878476711,2.27892436483302,-1.28568515641363,"outgroup",1.10581546971562,0.300505514020802
"4966",50,32,217.796542991681,64.8906163785266,-33.2313205445613,-1.27118598236474,"outgroup",1,-58.9367435143256,1030.44026263919,0.956115633545431,-1.28568515641363,"outgroup",0.790804191708782,0.398729431922727
"52",1,33,-301.146445621949,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-16.9466882707156,533.245274088228,-1.07959341847023,0.00995476105104277,"ingroup",-0.0466433701492554,-0.12035478807917
"185",2,33,-121.722229035558,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-83.3272906986877,646.288888246647,-0.616749033643384,0.00995476105104277,"ingroup",0.146852976043988,-0.0706730075666518
"238",3,33,395.497906180406,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-92.2646045815358,1154.57170957976,1.46435790467772,0.00995476105104277,"ingroup",0.597506345812754,0.580218640959259
"314",4,33,-32.7938129950834,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,25.7225198114996,844.267114797309,0.19385058455828,0.00995476105104277,"ingroup",-1.04002614332176,-0.607861424311622
"441",5,33,89.8039722913767,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-120.010390076352,821.131990195917,0.0991264146549946,0.00995476105104277,"ingroup",-1.06491511804307,-1.32970927099762
"516",6,33,-160.859151612344,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-35.6426608797863,654.836595488762,-0.581751406138195,0.00995476105104277,"ingroup",1.10628205761525,1.07556275767739
"660",7,33,312.097625616362,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,138.723634606007,1302.15966820326,2.06864022903098,0.00995476105104277,"ingroup",0.483791092322755,0.0394784973824984
"744",8,33,19.4523378942375,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,40.9036492610764,911.694395136207,0.469924012689028,0.00995476105104277,"ingroup",-1.7100914234913,-2.52466491282417
"869",9,33,68.1121821738569,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,7.97160292426665,927.422193079016,0.534319715336319,0.00995476105104277,"ingroup",0.690542441846608,0.654435168161513
"901",10,33,-321.43936906963,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-4.63128883170157,525.267750079561,-1.11225649475032,0.00995476105104277,"ingroup",0.628315949112467,0.435430595125998
"1063",11,33,-284.509138817602,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-139.42301032029,427.406258843001,-1.51293938203086,0.00995476105104277,"ingroup",-1.92262943057777,-2.19677832444703
"1135",12,33,9.97492079538007,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-105.996238655511,755.317090120762,-0.17034530353544,0.00995476105104277,"ingroup",1.36670721041348,0.795980165802905
"1232",13,33,-30.1961990829598,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-43.8347105227959,777.307498375137,-0.0803080461780814,0.00995476105104277,"ingroup",-0.16184189783319,-0.100835285587708
"1354",14,33,133.158714033979,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-116.510742068241,867.986379946631,0.29096645234359,0.00995476105104277,"ingroup",-0.926347937252418,-0.213644425197611
"1423",15,33,168.582068533037,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,6.6149456352723,1026.5354221492,0.940127702622574,0.00995476105104277,"ingroup",-1.07489205362535,-1.45036815014159
"1502",16,33,-7.19072983102456,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,74.2063157724625,918.353993922331,0.497190992131472,0.00995476105104277,"ingroup",0.153446108926044,0.054416337774363
"1622",17,33,89.4455334864476,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-57.3415467950001,883.44239467234,0.354249369126226,0.00995476105104277,"ingroup",0.530713745521456,1.40589798168506
"1702",18,33,-164.431214798506,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,76.9919740150269,763.899167197413,-0.135206952602031,0.00995476105104277,"ingroup",1.53677625449841,1.36800825746884
"1832",19,33,-242.608776711423,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,123.670766560525,732.400397829995,-0.264175126870013,0.00995476105104277,"ingroup",-0.058069598241736,0.456656153155706
"1995",20,33,-24.1933505660463,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-80.7810890884137,746.363968326433,-0.207002855401826,0.00995476105104277,"ingroup",0.605740612468908,-0.0631623000740953
"2019",21,33,199.979044177104,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,44.5928682872463,1095.91032044524,1.22417543378638,0.00995476105104277,"ingroup",-0.167643109928625,0.340838275566965
"2162",22,33,159.586443732924,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,13.5025211176879,1024.4273728315,0.931496531398104,0.00995476105104277,"ingroup",-0.530771735974501,-0.684973175099389
"2291",23,33,-198.235209020551,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,12.4207086641369,665.523907624479,-0.537993406646281,0.00995476105104277,"ingroup",1.36492526981486,1.63120290013833
"2302",24,33,139.149950703861,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,189.421179096747,1179.9095377815,1.56810079713731,0.00995476105104277,"ingroup",-0.844732983390199,-0.595506832638746
"2444",25,33,-85.4211364029892,143.253638282884,58.3262193200122,-0.0186227749763431,"ingroup",-1,-126.851553081307,639.065718496597,-0.646323491115851,0.00995476105104277,"ingroup",-0.265233842166392,-0.893958303093761
"2508",26,33,216.375177936434,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,-88.2826807565328,1160.08334380082,1.48692467211015,0.00995476105104277,"outgroup",-0.260904518653276,-0.772427413890108
"2609",27,33,178.778272805026,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,72.2229646221591,1282.9920840481,1.990160707981,0.00995476105104277,"outgroup",-1.98466547612398,-1.19156101300148
"2715",28,33,-191.631328900072,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,5.46546812453661,845.824985845382,0.200229112635721,0.00995476105104277,"outgroup",-0.0760145128342089,0.079745944408878
"2887",29,33,-314.498286875381,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,-91.9574360320999,625.535123713436,-0.701722992143631,0.00995476105104277,"outgroup",-0.787309602805947,-0.372539978746883
"2982",30,33,-43.1748525072234,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,-72.1019984376032,916.71399567609,0.490476203462964,0.00995476105104277,"outgroup",-0.632280055381409,0.23594123545377
"3052",31,33,233.946636628158,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,-95.8762819186885,1170.06120133039,1.52777788937982,0.00995476105104277,"outgroup",-0.264832796318506,-0.839711597016582
"3107",32,33,98.4957215745997,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,-40.8131058840308,1089.67346231149,1.19863931847672,0.00995476105104277,"outgroup",0.910337005207982,1.0253665123906
"3281",33,33,-88.9464839022535,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,24.4997074911051,967.544070209769,0.698594236077112,0.00995476105104277,"outgroup",-0.0374824979750574,-1.28884500613078
"3389",34,33,-121.217914611107,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,-5.43016221328216,905.342769796528,0.443917995941594,0.00995476105104277,"outgroup",0.477083344849201,-0.198928623895306
"3452",35,33,22.780830066068,143.253638282884,58.3262193200122,-0.0186227749763431,"outgroup",1,29.7761940684048,1084.54787075539,1.17765315938833,0.00995476105104277,"outgroup",0.935341796350895,0.764480824458882
